count,Menu-Category,Translation
56326,Extras,extras
56327,Extras,extras
56328,Appetizer Fríos,cold appetizer
56329,Appetizer Fríos,cold appetizer
56330,Sashimi,sashimi
56331,Sashimi,sashimi
56332,Sashimi,sashimi
56333,Sashimi,sashimi
56334,Sashimi,sashimi
56335,Sashimi,sashimi
56336,Envuelto en Salmón,wrapped in salmon
56337,Envuelto en Salmón,wrapped in salmon
56338,Envuelto en Tempura,wrapped in tempura
56339,Envuelto en Tempura,wrapped in tempura
56340,Hosomaki,hosomaki
56341,Hosomaki,hosomaki
56342,Envuelto en Salmón,wrapped in salmon
56343,Envuelto en Salmón,wrapped in salmon
56344,Bebidas,beverages
56345,Bebidas,beverages
56346,Hosomaki,hosomaki
56347,Hosomaki,hosomaki
56348,Temaki,temaki
56349,Temaki,temaki
56350,Temaki,temaki
56351,Temaki,temaki
56352,Temaki,temaki
56353,Temaki,temaki
56354,Temaki,temaki
56355,Temaki,temaki
56356,Temaki,temaki
56357,Temaki,temaki
56358,Temaki,temaki
56359,Temaki,temaki
56360,Appetizer Fríos,cold appetizer
56361,Appetizer Fríos,cold appetizer
56362,Hosomaki,hosomaki
56363,Hosomaki,hosomaki
56364,Appetizer Fríos,cold appetizer
56365,Appetizer Fríos,cold appetizer
56366,Envuelto en Palta,Wrapped in Palta
56367,Envuelto en Palta,Wrapped in Palta
56368,Los Más Pedidos,Most Orders
56369,Los Más Pedidos,Most Orders
56370,Platos Calientes,hot dishes
56371,Platos Calientes,hot dishes
56372,Envuelto en Tempura,wrapped in tempura
56373,Envuelto en Tempura,wrapped in tempura
56374,Platos Calientes,hot dishes
56375,Platos Calientes,hot dishes
56376,Envuelto en Tempura,wrapped in tempura
56377,Envuelto en Tempura,wrapped in tempura
56378,Los Más Pedidos,Most Orders
56379,Los Más Pedidos,Most Orders
56380,Platos Calientes,hot dishes
56381,Platos Calientes,hot dishes
56382,Postres,desserts
56383,Postres,desserts
56384,Postres,desserts
56385,Postres,desserts
56386,Special Rolls,special rolls
56387,Special Rolls,special rolls
56388,Envuelto en Palta,Wrapped in Palta
56389,Envuelto en Palta,Wrapped in Palta
56390,Envuelto en Palta,Wrapped in Palta
56391,Envuelto en Palta,Wrapped in Palta
56392,Bebidas,beverages
56393,Bebidas,beverages
56394,Envuelto en Salmón,wrapped in salmon
56395,Envuelto en Salmón,wrapped in salmon
56396,Extras,extras
56397,Extras,extras
56398,Platos Calientes,hot dishes
56399,Platos Calientes,hot dishes
56400,Platos Calientes,hot dishes
56401,Platos Calientes,hot dishes
56402,Platos Calientes,hot dishes
56403,Platos Calientes,hot dishes
56404,Platos Calientes,hot dishes
56405,Platos Calientes,hot dishes
56406,Envuelto en Tempura,wrapped in tempura
56407,Envuelto en Tempura,wrapped in tempura
56408,Combinaciones,combinations
56409,Combinaciones 15% OFF,combinations 15% off
56410,Combinaciones,combinations
56411,Combinaciones 15% OFF,combinations 15% off
56412,Combinaciones,combinations
56413,Combinaciones 15% OFF,combinations 15% off
56414,Combinaciones,combinations
56415,Combinaciones 15% OFF,combinations 15% off
56416,Envuelto en Palta,Wrapped in Palta
56417,Envuelto en Palta,Wrapped in Palta
56418,Light Rolls,light rolls
56419,Light Rolls,light rolls
56420,Envuelto en Palta,Wrapped in Palta
56421,Envuelto en Palta,Wrapped in Palta
56422,Envuelto en Salmón,wrapped in salmon
56423,Envuelto en Salmón,wrapped in salmon
56424,Envuelto en Tempura,wrapped in tempura
56425,Envuelto en Tempura,wrapped in tempura
56426,Bebidas,beverages
56427,Bebidas,beverages
56428,Bebidas,beverages
56429,Bebidas,beverages
56430,Envuelto en Palta,Wrapped in Palta
56431,Envuelto en Palta,Wrapped in Palta
56432,Hosomaki,hosomaki
56433,Hosomaki,hosomaki
56434,Envuelto en Palta,Wrapped in Palta
56435,Envuelto en Palta,Wrapped in Palta
56436,California Rolls,California Rolls
56437,California Rolls,California Rolls
56438,California Rolls,California Rolls
56439,California Rolls,California Rolls
56440,California Rolls,California Rolls
56441,California Rolls,California Rolls
56442,California Rolls,California Rolls
56443,California Rolls,California Rolls
56444,California Rolls,California Rolls
56445,California Rolls,California Rolls
56446,California Rolls,California Rolls
56447,California Rolls,California Rolls
56448,Light Rolls,light rolls
56449,Light Rolls,light rolls
56450,California Rolls,California Rolls
56451,California Rolls,California Rolls
56452,California Rolls,California Rolls
56453,California Rolls,California Rolls
56454,California Rolls,California Rolls
56455,California Rolls,California Rolls
56456,Light Rolls,light rolls
56457,Light Rolls,light rolls
56458,California Rolls,California Rolls
56459,California Rolls,California Rolls
56460,California Rolls,California Rolls
56461,California Rolls,California Rolls
56462,Envuelto en Tempura,wrapped in tempura
56463,Envuelto en Tempura,wrapped in tempura
56464,Bebidas,beverages
56465,Bebidas,beverages
56466,Appetizer Fríos,cold appetizer
56467,Appetizer Fríos,cold appetizer
56468,Premium Rolls,premium rolls
56469,Premium Rolls,premium rolls
56470,Platos Calientes,hot dishes
56471,Platos Calientes,hot dishes
56472,Postres,desserts
56473,Postres,desserts
56474,Postres,desserts
56475,Postres,desserts
56476,Premium Rolls,premium rolls
56477,Premium Rolls,premium rolls
56478,Special Rolls,special rolls
56479,Special Rolls,special rolls
56480,Ensaladas,Salads
56481,Ensaladas,Salads
56482,Ensaladas,Salads
56483,Premium Rolls,premium rolls
56484,Premium Rolls,premium rolls
56485,Envuelto en Palta,Wrapped in Palta
56486,Envuelto en Palta,Wrapped in Palta
56487,Platos Calientes,hot dishes
56488,Platos Calientes,hot dishes
56489,Hosomaki,hosomaki
56490,Hosomaki,hosomaki
56491,Special Rolls,special rolls
56492,Special Rolls,special rolls
56493,Premium Rolls,premium rolls
56494,Premium Rolls,premium rolls
56495,Envuelto en Tempura,wrapped in tempura
56496,Envuelto en Tempura,wrapped in tempura
56497,Los Más Pedidos,Most Orders
56498,Los Más Pedidos,Most Orders
56499,Postres,desserts
56500,Postres,desserts
56501,Bebidas,beverages
56502,Bebidas,beverages
56503,Envuelto en Palta,Wrapped in Palta
56504,Envuelto en Palta,Wrapped in Palta
56505,Extras,extras
56506,Extras,extras
56507,Appetizer Fríos,cold appetizer
56508,Appetizer Fríos,cold appetizer
56509,Appetizer Calientes,hot appetizer
56510,Appetizer Calientes,hot appetizer
56511,Envuelto en Palta,Wrapped in Palta
56512,Envuelto en Palta,Wrapped in Palta
56513,Premium Rolls,premium rolls
56514,Premium Rolls,premium rolls
56515,Appetizer Fríos,cold appetizer
56516,Appetizer Fríos,cold appetizer
56517,Premium Rolls,premium rolls
56518,Premium Rolls,premium rolls
56519,Envuelto en Salmón,wrapped in salmon
56520,Envuelto en Salmón,wrapped in salmon
56521,Envuelto en Salmón,wrapped in salmon
56522,Envuelto en Salmón,wrapped in salmon
56523,Bebidas,beverages
56524,Bebidas,beverages
56525,Platos Calientes,hot dishes
56526,Platos Calientes,hot dishes
56527,Appetizer Fríos,cold appetizer
56528,Appetizer Fríos,cold appetizer
56529,Envuelto en Tempura,wrapped in tempura
56530,Envuelto en Tempura,wrapped in tempura
56531,Appetizer Calientes,hot appetizer
56532,Appetizer Calientes,hot appetizer
56533,Los Más Pedidos,Most Orders
56534,Los Más Pedidos,Most Orders
56535,Hosomaki,hosomaki
56536,Hosomaki,hosomaki
56537,Hosomaki,hosomaki
56538,Hosomaki,hosomaki
56539,Hosomaki,hosomaki
56540,Hosomaki,hosomaki
56541,Hosomaki,hosomaki
56542,Hosomaki,hosomaki
56543,Hosomaki,hosomaki
56544,Hosomaki,hosomaki
56545,Hosomaki,hosomaki
56546,Hosomaki,hosomaki
56547,Hosomaki,hosomaki
56548,Hosomaki,hosomaki
56549,Hosomaki,hosomaki
56550,Hosomaki,hosomaki
56551,Light Rolls,light rolls
56552,Light Rolls,light rolls
56553,Envuelto en Tempura,wrapped in tempura
56554,Envuelto en Tempura,wrapped in tempura
56555,Los Más Pedidos,Most Orders
56556,Los Más Pedidos,Most Orders
56557,Ensaladas,Salads
56558,Ensaladas,Salads
56559,Ensaladas,Salads
56560,Platos Calientes,hot dishes
56561,Platos Calientes,hot dishes
56562,Special Rolls,special rolls
56563,Special Rolls,special rolls
56564,Extras,extras
56565,Extras,extras
56566,Envuelto en Tempura,wrapped in tempura
56567,Envuelto en Tempura,wrapped in tempura
56568,Bebidas,beverages
56569,Bebidas,beverages
56570,Special Rolls,special rolls
56571,Special Rolls,special rolls
56572,Bebidas,beverages
56573,Bebidas,beverages
56574,Appetizer Calientes,hot appetizer
56575,Appetizer Calientes,hot appetizer
56576,Envuelto en Tempura,wrapped in tempura
56577,Envuelto en Tempura,wrapped in tempura
56578,Appetizer Calientes,hot appetizer
56579,Appetizer Calientes,hot appetizer
56580,Special Rolls,special rolls
56581,Special Rolls,special rolls
56582,Bebidas,beverages
56583,Bebidas,beverages
56584,Platos Calientes,hot dishes
56585,Platos Calientes,hot dishes
56586,Light Rolls,light rolls
56587,Light Rolls,light rolls
56588,Light Rolls,light rolls
56589,Light Rolls,light rolls
56590,Special Rolls,special rolls
56591,Special Rolls,special rolls
56592,Hosomaki,hosomaki
56593,Hosomaki,hosomaki
56594,Envuelto en Palta,Wrapped in Palta
56595,Envuelto en Palta,Wrapped in Palta
56596,Los Más Pedidos,Most Orders
56597,Los Más Pedidos,Most Orders
56598,Combinaciones,combinations
56599,Combinaciones 15% OFF,combinations 15% off
56600,Combinaciones,combinations
56601,Combinaciones 15% OFF,combinations 15% off
56602,Menú Infantil,children's menu
56603,Menú Infantil,children's menu
56604,Bebidas,beverages
56605,Bebidas,beverages
56606,Special Rolls,special rolls
56607,Special Rolls,special rolls
56608,Premium Rolls,premium rolls
56609,Premium Rolls,premium rolls
56610,Envuelto en Salmón,wrapped in salmon
56611,Envuelto en Salmón,wrapped in salmon
56612,Special Rolls,special rolls
56613,Special Rolls,special rolls
56614,Appetizer Fríos,cold appetizer
56615,Appetizer Fríos,cold appetizer
56616,Envuelto en Palta,Wrapped in Palta
56617,Envuelto en Palta,Wrapped in Palta
56618,Nigiri,nigiri
56619,Nigiri,nigiri
56620,Nigiri,nigiri
56621,Nigiri,nigiri
56622,Nigiri,nigiri
56623,Nigiri,nigiri
56624,Nigiri,nigiri
56625,Nigiri,nigiri
56626,Nigiri,nigiri
56627,Nigiri,nigiri
56628,Nigiri,nigiri
56629,Nigiri,nigiri
56630,Nigiri,nigiri
56631,Nigiri,nigiri
56632,Nigiri,nigiri
56633,Nigiri,nigiri
56634,Envuelto en Tempura,wrapped in tempura
56635,Envuelto en Tempura,wrapped in tempura
56636,Envuelto en Salmón,wrapped in salmon
56637,Envuelto en Salmón,wrapped in salmon
56638,Platos Calientes,hot dishes
56639,Platos Calientes,hot dishes
56640,Platos Calientes,hot dishes
56641,Platos Calientes,hot dishes
56642,Appetizer Calientes,hot appetizer
56643,Appetizer Calientes,hot appetizer
56644,Special Rolls,special rolls
56645,Special Rolls,special rolls
56646,Envuelto en Palta,Wrapped in Palta
56647,Envuelto en Palta,Wrapped in Palta
56648,Light Rolls,light rolls
56649,Light Rolls,light rolls
56650,Envuelto en Tempura,wrapped in tempura
56651,Envuelto en Tempura,wrapped in tempura
56652,Appetizer Fríos,cold appetizer
56653,Appetizer Fríos,cold appetizer
56654,Envuelto en Salmón,wrapped in salmon
56655,Envuelto en Salmón,wrapped in salmon
56656,Platos Calientes,hot dishes
56657,Platos Calientes,hot dishes
56658,Extras,extras
56659,Extras,extras
56660,Extras,extras
56661,Extras,extras
56662,Extras,extras
56663,Extras,extras
56664,Extras,extras
56665,Extras,extras
56666,Extras,extras
56667,Extras,extras
56668,Extras,extras
56669,Extras,extras
56670,Extras,extras
56671,Extras,extras
56672,Extras,extras
56673,Extras,extras
56674,Extras,extras
56675,Extras,extras
56676,Extras,extras
56677,Extras,extras
56678,Extras,extras
56679,Extras,extras
56680,Extras,extras
56681,Extras,extras
56682,Extras,extras
56683,Extras,extras
56684,Extras,extras
56685,Extras,extras
56686,Appetizer Fríos,cold appetizer
56687,Appetizer Fríos,cold appetizer
56688,Sashimi,sashimi
56689,Sashimi,sashimi
56690,Sashimi,sashimi
56691,Ensaladas,Salads
56692,Ensaladas,Salads
56693,Ensaladas,Salads
56694,Envuelto en Salmón,wrapped in salmon
56695,Envuelto en Salmón,wrapped in salmon
56696,Envuelto en Tempura,wrapped in tempura
56697,Envuelto en Tempura,wrapped in tempura
56698,Postres,desserts
56699,Postres,desserts
56700,Envuelto en Salmón,wrapped in salmon
56701,Envuelto en Salmón,wrapped in salmon
56702,Premium Rolls,premium rolls
56703,Premium Rolls,premium rolls
56704,Temaki,temaki
56705,Temaki,temaki
56706,Temaki,temaki
56707,Temaki,temaki
56708,Temaki,temaki
56709,Temaki,temaki
56710,Temaki,temaki
56711,Temaki,temaki
56712,Temaki,temaki
56713,Temaki,temaki
56714,Temaki,temaki
56715,Temaki,temaki
56716,Appetizer Fríos,cold appetizer
56717,Appetizer Fríos,cold appetizer
56718,Hosomaki,hosomaki
56719,Hosomaki,hosomaki
56720,Appetizer Fríos,cold appetizer
56721,Appetizer Fríos,cold appetizer
56722,Envuelto en Palta,Wrapped in Palta
56723,Envuelto en Palta,Wrapped in Palta
56724,Los Más Pedidos,Most Orders
56725,Los Más Pedidos,Most Orders
56726,Platos Calientes,hot dishes
56727,Platos Calientes,hot dishes
56728,Premium Rolls,premium rolls
56729,Premium Rolls,premium rolls
56730,Envuelto en Tempura,wrapped in tempura
56731,Envuelto en Tempura,wrapped in tempura
56732,Platos Calientes,hot dishes
56733,Platos Calientes,hot dishes
56734,Envuelto en Tempura,wrapped in tempura
56735,Envuelto en Tempura,wrapped in tempura
56736,Platos Calientes,hot dishes
56737,Platos Calientes,hot dishes
56738,Postres,desserts
56739,Postres,desserts
56740,Postres,desserts
56741,Postres,desserts
56742,Special Rolls,special rolls
56743,Special Rolls,special rolls
56744,Envuelto en Palta,Wrapped in Palta
56745,Envuelto en Palta,Wrapped in Palta
56746,Envuelto en Palta,Wrapped in Palta
56747,Envuelto en Palta,Wrapped in Palta
56748,Appetizer Calientes,hot appetizer
56749,Appetizer Calientes,hot appetizer
56750,Bebidas,beverages
56751,Bebidas,beverages
56752,Envuelto en Salmón,wrapped in salmon
56753,Envuelto en Salmón,wrapped in salmon
56754,Extras,extras
56755,Extras,extras
56756,Platos Calientes,hot dishes
56757,Platos Calientes,hot dishes
56758,Platos Calientes,hot dishes
56759,Platos Calientes,hot dishes
56760,Platos Calientes,hot dishes
56761,Platos Calientes,hot dishes
56762,Platos Calientes,hot dishes
56763,Platos Calientes,hot dishes
56764,Envuelto en Tempura,wrapped in tempura
56765,Envuelto en Tempura,wrapped in tempura
56766,Light Rolls,light rolls
56767,Light Rolls,light rolls
56768,Combinaciones,combinations
56769,Combinaciones 15% OFF,combinations 15% off
56770,Combinaciones,combinations
56771,Combinaciones 15% OFF,combinations 15% off
56772,Combinaciones,combinations
56773,Combinaciones 15% OFF,combinations 15% off
56774,Combinaciones,combinations
56775,Combinaciones 15% OFF,combinations 15% off
56776,Combinaciones,combinations
56777,Combinaciones 15% OFF,combinations 15% off
56778,Combinaciones,combinations
56779,Combinaciones 15% OFF,combinations 15% off
56780,Envuelto en Palta,Wrapped in Palta
56781,Envuelto en Palta,Wrapped in Palta
56782,California Rolls,California Rolls
56783,California Rolls,California Rolls
56784,Envuelto en Palta,Wrapped in Palta
56785,Envuelto en Palta,Wrapped in Palta
56786,Envuelto en Salmón,wrapped in salmon
56787,Envuelto en Salmón,wrapped in salmon
56788,Los Más Pedidos,Most Orders
56789,Los Más Pedidos,Most Orders
56790,Envuelto en tempura,wrapped in tempura
56791,Envuelto en tempura,wrapped in tempura
56792,Bebidas,beverages
56793,Bebidas,beverages
56794,Hosomaki,hosomaki
56795,Hosomaki,hosomaki
56796,Envuelto en Palta,Wrapped in Palta
56797,Envuelto en Palta,Wrapped in Palta
56798,Envuelto en Palta,Wrapped in Palta
56799,Envuelto en Palta,Wrapped in Palta
56800,Bebidas,beverages
56801,Bebidas,beverages
56802,California Rolls,California Rolls
56803,California Rolls,California Rolls
56804,California Rolls,California Rolls
56805,California Rolls,California Rolls
56806,California Rolls,California Rolls
56807,California Rolls,California Rolls
56808,California Rolls,California Rolls
56809,California Rolls,California Rolls
56810,California Rolls,California Rolls
56811,California Rolls,California Rolls
56812,California Rolls,California Rolls
56813,California Rolls,California Rolls
56814,California Rolls,California Rolls
56815,California Rolls,California Rolls
56816,California Rolls,California Rolls
56817,California Rolls,California Rolls
56818,California Rolls,California Rolls
56819,California Rolls,California Rolls
56820,California Rolls,California Rolls
56821,California Rolls,California Rolls
56822,Envuelto en tempura,wrapped in tempura
56823,Envuelto en tempura,wrapped in tempura
56824,Bebidas,beverages
56825,Bebidas,beverages
56826,Appetizer fríos,cold appetizer
56827,Appetizer fríos,cold appetizer
56828,Premium Rolls,premium rolls
56829,Premium Rolls,premium rolls
56830,Platos Calientes,hot dishes
56831,Platos Calientes,hot dishes
56832,Postres,desserts
56833,Postres,desserts
56834,Postres,desserts
56835,Postres,desserts
56836,Premium Rolls,premium rolls
56837,Premium Rolls,premium rolls
56838,Special Rolls,special rolls
56839,Special Rolls,special rolls
56840,Ensaladas,Salads
56841,Ensaladas,Salads
56842,Hosomaki,hosomaki
56843,Hosomaki,hosomaki
56844,Envuelto en Palta,Wrapped in Palta
56845,Envuelto en Palta,Wrapped in Palta
56846,Platos Calientes,hot dishes
56847,Platos Calientes,hot dishes
56848,Hosomaki,hosomaki
56849,Hosomaki,hosomaki
56850,Special Rolls,special rolls
56851,Special Rolls,special rolls
56852,Premium Rolls,premium rolls
56853,Premium Rolls,premium rolls
56854,Envuelto en tempura,wrapped in tempura
56855,Envuelto en tempura,wrapped in tempura
56856,Envuelto en Palta,Wrapped in Palta
56857,Envuelto en Palta,Wrapped in Palta
56858,Appetizer fríos,cold appetizer
56859,Appetizer fríos,cold appetizer
56860,Appetizer calientes,hot appetizer
56861,Appetizer calientes,hot appetizer
56862,Hosomaki,hosomaki
56863,Hosomaki,hosomaki
56864,Envuelto en Palta,Wrapped in Palta
56865,Envuelto en Palta,Wrapped in Palta
56866,Premium Rolls,premium rolls
56867,Premium Rolls,premium rolls
56868,Appetizer fríos,cold appetizer
56869,Appetizer fríos,cold appetizer
56870,Premium Rolls,premium rolls
56871,Premium Rolls,premium rolls
56872,California Rolls,California Rolls
56873,California Rolls,California Rolls
56874,Envuelto en Salmón,wrapped in salmon
56875,Envuelto en Salmón,wrapped in salmon
56876,California Rolls,California Rolls
56877,California Rolls,California Rolls
56878,Envuelto en Salmón,wrapped in salmon
56879,Envuelto en Salmón,wrapped in salmon
56880,Platos Calientes,hot dishes
56881,Platos Calientes,hot dishes
56882,Appetizer fríos,cold appetizer
56883,Appetizer fríos,cold appetizer
56884,Envuelto en tempura,wrapped in tempura
56885,Envuelto en tempura,wrapped in tempura
56886,Appetizer calientes,hot appetizer
56887,Appetizer calientes,hot appetizer
56888,Los Más Pedidos,Most Orders
56889,Los Más Pedidos,Most Orders
56890,Envuelto en tempura,wrapped in tempura
56891,Envuelto en tempura,wrapped in tempura
56892,Ensaladas,Salads
56893,Ensaladas,Salads
56894,Platos Calientes,hot dishes
56895,Platos Calientes,hot dishes
56896,Special Rolls,special rolls
56897,Special Rolls,special rolls
56898,Extras,extras
56899,Extras,extras
56900,Bebidas,beverages
56901,Bebidas,beverages
56902,Hosomaki,hosomaki
56903,Hosomaki,hosomaki
56904,Hosomaki,hosomaki
56905,Hosomaki,hosomaki
56906,Special Rolls,special rolls
56907,Special Rolls,special rolls
56908,Appetizer calientes,hot appetizer
56909,Appetizer calientes,hot appetizer
56910,Appetizer calientes,hot appetizer
56911,Appetizer calientes,hot appetizer
56912,Platos Calientes,hot dishes
56913,Platos Calientes,hot dishes
56914,Envuelto en Palta,Wrapped in Palta
56915,Envuelto en Palta,Wrapped in Palta
56916,Los Más Pedidos,Most Orders
56917,Los Más Pedidos,Most Orders
56918,Premium Rolls,premium rolls
56919,Premium Rolls,premium rolls
56920,Special Rolls,special rolls
56921,Special Rolls,special rolls
56922,Hosomaki,hosomaki
56923,Hosomaki,hosomaki
56924,Envuelto en Palta,Wrapped in Palta
56925,Envuelto en Palta,Wrapped in Palta
56926,Menú Infantil,children's menu
56927,Menú Infantil,children's menu
56928,Envuelto en Salmón,wrapped in salmon
56929,Envuelto en Salmón,wrapped in salmon
56930,Special Rolls,special rolls
56931,Special Rolls,special rolls
56932,Appetizer fríos,cold appetizer
56933,Appetizer fríos,cold appetizer
56934,Envuelto en Palta,Wrapped in Palta
56935,Envuelto en Palta,Wrapped in Palta
56936,Nigiri,nigiri
56937,Nigiri,nigiri
56938,Nigiri,nigiri
56939,Nigiri,nigiri
56940,Nigiri,nigiri
56941,Nigiri,nigiri
56942,Nigiri,nigiri
56943,Nigiri,nigiri
56944,Nigiri,nigiri
56945,Nigiri,nigiri
56946,Nigiri,nigiri
56947,Nigiri,nigiri
56948,Nigiri,nigiri
56949,Nigiri,nigiri
56950,Nigiri,nigiri
56951,Nigiri,nigiri
56952,Hosomaki,hosomaki
56953,Hosomaki,hosomaki
56954,Envuelto en Salmón,wrapped in salmon
56955,Envuelto en Salmón,wrapped in salmon
56956,Los Más Pedidos,Most Orders
56957,Los Más Pedidos,Most Orders
56958,Platos Calientes,hot dishes
56959,Platos Calientes,hot dishes
56960,Appetizer calientes,hot appetizer
56961,Appetizer calientes,hot appetizer
56962,Bebidas,beverages
56963,Bebidas,beverages
56964,Special Rolls,special rolls
56965,Special Rolls,special rolls
56966,Envuelto en Palta,Wrapped in Palta
56967,Envuelto en Palta,Wrapped in Palta
56968,Envuelto en tempura,wrapped in tempura
56969,Envuelto en tempura,wrapped in tempura
56970,Appetizer fríos,cold appetizer
56971,Appetizer fríos,cold appetizer
56972,Hosomaki,hosomaki
56973,Hosomaki,hosomaki
56974,Envuelto en Salmón,wrapped in salmon
56975,Envuelto en Salmón,wrapped in salmon
56976,Ensaladas,Salads
56977,Ensaladas,Salads
56978,Platos Calientes,hot dishes
56979,Platos Calientes,hot dishes
56980,Extras,extras
56981,Extras,extras
56982,Extras,extras
56983,Extras,extras
56984,Extras,extras
56985,Extras,extras
56986,Extras,extras
56987,Extras,extras
56988,Extras,extras
56989,Extras,extras
56990,Extras,extras
56991,Extras,extras
56992,Extras,extras
56993,Extras,extras
56994,Extras,extras
56995,Extras,extras
56996,Extras,extras
56997,Extras,extras
56998,Appetizer fríos,cold appetizer
56999,Appetizer fríos,cold appetizer
57000,Sashimi,sashimi
57001,Sashimi,sashimi
57002,Sashimi,sashimi
57003,Sashimi,sashimi
57004,Sashimi,sashimi
57005,Sashimi,sashimi
57006,Envuelto en Salmón,wrapped in salmon
57007,Envuelto en Salmón,wrapped in salmon
57008,Envuelto en tempura,wrapped in tempura
57009,Envuelto en tempura,wrapped in tempura
57010,Hosomaki,hosomaki
57011,Hosomaki,hosomaki
57012,Envuelto en Salmón,wrapped in salmon
57013,Envuelto en Salmón,wrapped in salmon
57014,Bebidas,beverages
57015,Bebidas,beverages
57016,Hosomaki,hosomaki
57017,Hosomaki,hosomaki
57018,Temaki,temaki
57019,Temaki,temaki
57020,Temaki,temaki
57021,Temaki,temaki
57022,Temaki,temaki
57023,Temaki,temaki
57024,Temaki,temaki
57025,Temaki,temaki
57026,Temaki,temaki
57027,Temaki,temaki
57028,Temaki,temaki
57029,Temaki,temaki
57030,Appetizer fríos,cold appetizer
57031,Appetizer fríos,cold appetizer
57032,Hosomaki,hosomaki
57033,Hosomaki,hosomaki
57034,Appetizer fríos,cold appetizer
57035,Appetizer fríos,cold appetizer
57036,Envuelto en Palta,Wrapped in Palta
57037,Envuelto en Palta,Wrapped in Palta
57038,Platos Calientes,hot dishes
57039,Platos Calientes,hot dishes
57040,Envuelto en tempura,wrapped in tempura
57041,Envuelto en tempura,wrapped in tempura
57042,Platos Calientes,hot dishes
57043,Platos Calientes,hot dishes
57044,Envuelto en tempura,wrapped in tempura
57045,Envuelto en tempura,wrapped in tempura
57046,Platos Calientes,hot dishes
57047,Platos Calientes,hot dishes
57048,Postres,desserts
57049,Postres,desserts
57050,Postres,desserts
57051,Postres,desserts
57052,Special Rolls,special rolls
57053,Special Rolls,special rolls
57054,Envuelto en Palta,Wrapped in Palta
57055,Envuelto en Palta,Wrapped in Palta
57056,Envuelto en Palta,Wrapped in Palta
57057,Envuelto en Palta,Wrapped in Palta
57058,Bebidas,beverages
57059,Bebidas,beverages
57060,Envuelto en Salmón,wrapped in salmon
57061,Envuelto en Salmón,wrapped in salmon
57062,Extras,extras
57063,Extras,extras
57064,Platos Calientes,hot dishes
57065,Platos Calientes,hot dishes
57066,Platos Calientes,hot dishes
57067,Platos Calientes,hot dishes
57068,Platos Calientes,hot dishes
57069,Platos Calientes,hot dishes
57070,Los Más Pedidos,Most Orders
57071,Los Más Pedidos,Most Orders
57072,Platos Calientes,hot dishes
57073,Platos Calientes,hot dishes
57074,Envuelto en tempura,wrapped in tempura
57075,Envuelto en tempura,wrapped in tempura
57076,Combinaciones,combinations
57077,Combinaciones 15% OFF,combinations 15% off
57078,Combinaciones,combinations
57079,Combinaciones 15% OFF,combinations 15% off
57080,Combinaciones,combinations
57081,Combinaciones 15% OFF,combinations 15% off
57082,Combinaciones,combinations
57083,Combinaciones 15% OFF,combinations 15% off
57084,Envuelto en Palta,Wrapped in Palta
57085,Envuelto en Palta,Wrapped in Palta
57086,Light Rolls,light rolls
57087,Light Rolls,light rolls
57088,Envuelto en Palta,Wrapped in Palta
57089,Envuelto en Palta,Wrapped in Palta
57090,Envuelto en Salmón,wrapped in salmon
57091,Envuelto en Salmón,wrapped in salmon
57092,Envuelto en Tempura,wrapped in tempura
57093,Envuelto en Tempura,wrapped in tempura
57094,Bebidas,beverages
57095,Bebidas,beverages
57096,Bebidas,beverages
57097,Bebidas,beverages
57098,Envuelto en Palta,Wrapped in Palta
57099,Envuelto en Palta,Wrapped in Palta
57100,Hosomaki,hosomaki
57101,Hosomaki,hosomaki
57102,Envuelto en Palta,Wrapped in Palta
57103,Envuelto en Palta,Wrapped in Palta
57104,California Rolls,California Rolls
57105,California Rolls,California Rolls
57106,California Rolls,California Rolls
57107,California Rolls,California Rolls
57108,California Rolls,California Rolls
57109,California Rolls,California Rolls
57110,California Rolls,California Rolls
57111,California Rolls,California Rolls
57112,California Rolls,California Rolls
57113,California Rolls,California Rolls
57114,California Rolls,California Rolls
57115,California Rolls,California Rolls
57116,Light Rolls,light rolls
57117,Light Rolls,light rolls
57118,California Rolls,California Rolls
57119,California Rolls,California Rolls
57120,California Rolls,California Rolls
57121,California Rolls,California Rolls
57122,California Rolls,California Rolls
57123,California Rolls,California Rolls
57124,Light Rolls,light rolls
57125,Light Rolls,light rolls
57126,California Rolls,California Rolls
57127,California Rolls,California Rolls
57128,California Rolls,California Rolls
57129,California Rolls,California Rolls
57130,Envuelto en Tempura,wrapped in tempura
57131,Envuelto en Tempura,wrapped in tempura
57132,Bebidas,beverages
57133,Bebidas,beverages
57134,Appetizer Fríos,cold appetizer
57135,Appetizer Fríos,cold appetizer
57136,Premium Rolls,premium rolls
57137,Premium Rolls,premium rolls
57138,Platos Calientes,hot dishes
57139,Platos Calientes,hot dishes
57140,Postres,desserts
57141,Postres,desserts
57142,Postres,desserts
57143,Postres,desserts
57144,Premium Rolls,premium rolls
57145,Premium Rolls,premium rolls
57146,Special Rolls,special rolls
57147,Special Rolls,special rolls
57148,Ensaladas,Salads
57149,Ensaladas,Salads
57150,Ensaladas,Salads
57151,Premium Rolls,premium rolls
57152,Premium Rolls,premium rolls
57153,Envuelto en Palta,Wrapped in Palta
57154,Envuelto en Palta,Wrapped in Palta
57155,Platos Calientes,hot dishes
57156,Platos Calientes,hot dishes
57157,Hosomaki,hosomaki
